test_config[Tensile/Tests/common/streamk/gfx1250/sk_sgemm_quick.yaml],9.867552
test_config[Tensile/Tests/common/streamk/gfx1250/sk_mxf8f4gemm_tdm.yaml],0.842282
test_config[Tensile/Tests/common/streamk/gfx1250/sk_mxf8gemm_explicit.yaml],0.632737
test_config[Tensile/Tests/common/streamk/gfx1250/sk_mxf4gemm_explicit.yaml],0.638681
test_config[Tensile/Tests/common/streamk/gfx1250/sk_mxf8gemm_tdm.yaml],0.826237
test_config[Tensile/Tests/common/streamk/gfx1250/sk_f8gemm_quick.yaml],0.749734
test_config[Tensile/Tests/common/streamk/gfx1250/sk_hgemm_quick.yaml],3.926263
test_config[Tensile/Tests/common/streamk/gfx1250/sk_mxf4gemm_tdm.yaml],1.367896
test_config[Tensile/Tests/common/sparse/gfx1250/spmm_b8hs.yaml],17.876597
test_config[Tensile/Tests/common/sparse/gfx1250/spmm_f8.yaml],12.256195
test_config[Tensile/Tests/common/sparse/gfx1250/spmm_b8f8.yaml],2.981708
test_config[Tensile/Tests/common/sparse/gfx1250/spmm_i8.yaml],8.826184
test_config[Tensile/Tests/common/sparse/gfx1250/spmm_bf16_sb.yaml],8.469296
test_config[Tensile/Tests/common/sparse/gfx1250/spmm_b8f8_sb.yaml],2.265619
test_config[Tensile/Tests/common/sparse/gfx1250/f16_activation.yaml],1.255136
test_config[Tensile/Tests/common/sparse/gfx1250/spmm_f8_ml.yaml],19.389513
test_config[Tensile/Tests/common/sparse/gfx1250/spmm_tdm_all.yaml],5.611121
test_config[Tensile/Tests/common/sparse/gfx1250/spmm_f8hs_sb.yaml],1.820198
test_config[Tensile/Tests/common/sparse/gfx1250/spmm_b8bs.yaml],10.0692
test_config[Tensile/Tests/common/sparse/gfx1250/spmm_f16_sb.yaml],4.951969
test_config[Tensile/Tests/common/sparse/gfx1250/spmm_bf16.yaml],5.043847
test_config[Tensile/Tests/common/sparse/gfx1250/spmm_b8bs_sb.yaml],2.152098
test_config[Tensile/Tests/common/sparse/gfx1250/spmm_i8hs.yaml],8.540487
test_config[Tensile/Tests/common/sparse/gfx1250/spmm_i8bs.yaml],4.929589
test_config[Tensile/Tests/common/sparse/gfx1250/spmm_b8_sb.yaml],1.872175
test_config[Tensile/Tests/common/sparse/gfx1250/spmm_f8bs_sb.yaml],1.842506
test_config[Tensile/Tests/common/sparse/gfx1250/spmm_i8bs_sb.yaml],1.933016
test_config[Tensile/Tests/common/sparse/gfx1250/spmm_f8b8.yaml],4.60795
test_config[Tensile/Tests/common/sparse/gfx1250/spmm_f8_sb.yaml],5.098699
test_config[Tensile/Tests/common/sparse/gfx1250/spmm_f8b8_sb.yaml],1.81743
test_config[Tensile/Tests/common/sparse/gfx1250/spmm_i8hs_sb.yaml],5.195179
test_config[Tensile/Tests/common/sparse/gfx1250/spmm_b8hs_sb.yaml],1.867424
test_config[Tensile/Tests/common/sparse/gfx1250/bf16_activation.yaml],1.050218
test_config[Tensile/Tests/common/sparse/gfx1250/spmm_i8_sb.yaml],5.845522
test_config[Tensile/Tests/common/sparse/gfx1250/spmm_b8.yaml],2.442603
test_config[Tensile/Tests/common/sparse/gfx1250/spmm_f16.yaml],7.515322
test_config[Tensile/Tests/common/sparse/gfx1250/spmm_f8bs.yaml],2.599235
test_config[Tensile/Tests/common/sparse/gfx1250/spmm_tdm_f16_transposes.yaml],1.058537
test_config[Tensile/Tests/common/sparse/gfx1250/spmm_f8hs.yaml],9.253172
test_config[Tensile/Tests/common/sparse/gfx1250/spmm_fp16_ml1.yaml],4.617918
test_config[Tensile/Tests/common/gradient/gfx1250/hhs_bgrada_gfx1250.yaml],5.931133
test_config[Tensile/Tests/common/gradient/gfx1250/hhs_bgradd_gfx1250.yaml],5.993245
test_config[Tensile/Tests/common/gradient/gfx1250/bbs_bgradd_gfx1250.yaml],5.953659
test_config[Tensile/Tests/common/gradient/gfx1250/hhs_dgelu_gfx1250.yaml],2.776599
test_config[Tensile/Tests/common/gradient/gfx1250/bbs_dgelu_gfx1250.yaml],2.889946
test_config[Tensile/Tests/common/gradient/gfx1250/bbs_bgrada_gfx1250.yaml],6.262881
test_config[Tensile/Tests/common/gradient/gfx1250/hhs_bgradb_gfx1250.yaml],6.24748
test_config[Tensile/Tests/common/gradient/gfx1250/bbs_bgradb_gfx1250.yaml],6.284486
